InterPro_id,UniProt_id,entrezgene_id,interpro_short_description,interpro_description,Pfam_id
IPR035546,P19878,4688,p67phox_SH3_1,"Neutrophil cytosol factor 2, SH3 domain 1",NA
IPR035586,O00459,5296,PI3K_p85beta_SH3,"Phosphatidylinositol 3-kinase regulatory subunit beta, SH3 domain",NA
IPR035588,O60674,3717,PTK_Jak2_rpt1,"Janus kinase 2, pseudokinase domain",NA
IPR035589,O60674,3717,PTKc_Jak2_rpt2,"Janus kinase 2, catalytic domain",NA
IPR035591,P27986,5295,PI3K_p85alpha_SH3,"Phosphatidylinositol 3-kinase regulatory subunit alpha, SH3 domain",NA
IPR035711,P01024,718,Complement_C3-like,Complement C3-like,NA
IPR035756,P14598,653361,NCF1_SH3_1,"Neutrophil cytosol factor 1, first SH3 domain",NA
IPR035757,P14598,653361,NCF1_SH3_2,"Neutrophil cytosol factor 1, second SH3 domain",NA
IPR035815,P01024,718,NTR_complement_C3,"Complement C3-like, NTR domain",NA
IPR035859,P42224,6772,STAT1_SH2,"STAT1, SH2 domain",NA
IPR035860,O60674,3717,JAK2_SH2,"Tyrosine-protein kinase JAK2, SH2 domain",NA
IPR035892,O00329,5293,C2_domain_sf,C2 domain superfamily,NA
IPR035892,P05771,5579,C2_domain_sf,C2 domain superfamily,NA
IPR035892,Q00722,5330,C2_domain_sf,C2 domain superfamily,NA
IPR035892,P42338,5291,C2_domain_sf,C2 domain superfamily,NA
IPR035892,Q15147,5332,C2_domain_sf,C2 domain superfamily,NA
IPR035892,Q01970,5331,C2_domain_sf,C2 domain superfamily,NA
IPR035892,Q9NQ66,23236,C2_domain_sf,C2 domain superfamily,NA
IPR035892,P42336,5290,C2_domain_sf,C2 domain superfamily,NA
IPR035897,O00206,7099,Toll_tir_struct_dom_sf,Toll/interleukin-1 receptor homology (TIR) domain superfamily,NA
IPR035897,O60603,7097,Toll_tir_struct_dom_sf,Toll/interleukin-1 receptor homology (TIR) domain superfamily,NA
IPR035897,Q9NR96,54106,Toll_tir_struct_dom_sf,Toll/interleukin-1 receptor homology (TIR) domain superfamily,NA
IPR035897,Q99836,4615,Toll_tir_struct_dom_sf,Toll/interleukin-1 receptor homology (TIR) domain superfamily,NA
IPR035897,Q8IUC6,148022,Toll_tir_struct_dom_sf,Toll/interleukin-1 receptor homology (TIR) domain superfamily,NA
IPR035897,Q9Y2C9,10333,Toll_tir_struct_dom_sf,Toll/interleukin-1 receptor homology (TIR) domain superfamily,NA
IPR035963,O60674,3717,FERM_2,"FERM superfamily, second domain",NA
IPR035963,P23458,3716,FERM_2,"FERM superfamily, second domain",NA
IPR035972,P00734,2147,GLA-like_dom_SF,Gamma-carboxyglutamic acid-rich (GLA) domain superfamily,NA
IPR035976,P17927,1378,Sushi/SCR/CCP_sf,Sushi/SCR/CCP superfamily,NA
IPR035976,Q2VPA4,1379,Sushi/SCR/CCP_sf,Sushi/SCR/CCP superfamily,NA
IPR036010,P47989,7498,2Fe-2S_ferredoxin-like_sf,2Fe-2S ferredoxin-like superfamily,NA
IPR036028,O00459,5296,SH3-like_dom_sf,SH3-like domain superfamily,NA
IPR036028,P27986,5295,SH3-like_dom_sf,SH3-like domain superfamily,NA
IPR036028,P19878,4688,SH3-like_dom_sf,SH3-like domain superfamily,NA
IPR036028,P14598,653361,SH3-like_dom_sf,SH3-like domain superfamily,NA
IPR036028,Q15080,4689,SH3-like_dom_sf,SH3-like domain superfamily,NA
IPR036048,P10145,3576,Interleukin_8-like_sf,Chemokine interleukin-8-like superfamily,NA
IPR036048,P13500,6347,Interleukin_8-like_sf,Chemokine interleukin-8-like superfamily,NA
IPR036048,P16619,414062,Interleukin_8-like_sf,Chemokine interleukin-8-like superfamily,NA
IPR036048,P10147,6348,Interleukin_8-like_sf,Chemokine interleukin-8-like superfamily,NA
IPR036048,P13501,6352,Interleukin_8-like_sf,Chemokine interleukin-8-like superfamily,NA
IPR036048,P16619,6349,Interleukin_8-like_sf,Chemokine interleukin-8-like superfamily,NA
IPR036058,Q9NPD5,28234,Kazal_dom_sf,Kazal domain superfamily,NA
IPR036058,Q9Y6L6,10599,Kazal_dom_sf,Kazal domain superfamily,NA
IPR036116,P15260,3459,FN3_sf,Fibronectin type III superfamily,NA
IPR036116,P29460,3593,FN3_sf,Fibronectin type III superfamily,NA
IPR036116,P38484,3460,FN3_sf,Fibronectin type III superfamily,NA
IPR036119,P35228,4843,NOS_N_sf,"Nitric oxide synthase, N-terminal domain superfamily",NA
IPR036179,P13762,3126,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,O75015,2215,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,O75015,124905743,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P01903,3122,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P01906,3117,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P01906,3118,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P01911,3123,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P01920,3119,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P08637,2214,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P04234,915,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P04440,3115,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P29460,3593,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P06340,3111,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P07766,916,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P09693,917,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,Q30154,3127,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P12314,2209,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P12318,2212,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P13765,3112,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P28067,3108,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036179,P20036,3113,Ig-like_dom_sf,Immunoglobulin-like domain superfamily,NA
IPR036186,P05121,5054,Serpin_sf,Serpin superfamily,NA
IPR036188,P31513,2328,FAD/NAD-bd_sf,FAD/NAD(P)-binding domain superfamily,NA
IPR036202,P11387,7150,TopoI_DNA-bd_euk_N_sf,"DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily",NA
IPR036259,O15244,6582,MFS_trans_sf,MFS transporter superfamily,NA
IPR036259,Q8TCC7,9376,MFS_trans_sf,MFS transporter superfamily,NA
IPR036259,Q9NPD5,28234,MFS_trans_sf,MFS transporter superfamily,NA
IPR036259,Q9Y6L6,10599,MFS_trans_sf,MFS transporter superfamily,NA
IPR036259,Q4U2R8,9356,MFS_trans_sf,MFS transporter superfamily,NA
IPR036318,P47989,7498,FAD-bd_PCMH-like_sf,"FAD-binding, type PCMH-like superfamily",NA
IPR036322,Q00005,5521,WD40_repeat_dom_sf,WD40-repeat-containing domain superfamily,NA
IPR036322,Q9Y2T4,5522,WD40_repeat_dom_sf,WD40-repeat-containing domain superfamily,NA
IPR036322,P63151,5520,WD40_repeat_dom_sf,WD40-repeat-containing domain superfamily,NA
IPR036322,Q66LE6,55844,WD40_repeat_dom_sf,WD40-repeat-containing domain superfamily,NA
IPR036349,P05107,3689,Integrin_bsu_tail_dom_sf,Integrin beta tail domain superfamily,NA
IPR036349,P05556,3688,Integrin_bsu_tail_dom_sf,Integrin beta tail domain superfamily,NA
IPR036388,P19419,2002,WH-like_DNA-bd_sf,Winged helix-like DNA-binding domain superfamily,NA
IPR036390,P19419,2002,WH_DNA-bd_sf,Winged helix DNA-binding domain superfamily,NA
IPR036396,P20815,1577,Cyt_P450_sf,Cytochrome P450 superfamily,NA
IPR036396,P05177,1544,Cyt_P450_sf,Cytochrome P450 superfamily,NA
IPR036396,P08684,1576,Cyt_P450_sf,Cytochrome P450 superfamily,NA
IPR036396,P10635,1565,Cyt_P450_sf,Cytochrome P450 superfamily,NA
IPR036396,P20813,1555,Cyt_P450_sf,Cytochrome P450 superfamily,NA
IPR036396,P33261,1557,Cyt_P450_sf,Cytochrome P450 superfamily,NA
IPR036443,Q9NYJ8,23118,Znf_RanBP2_sf,"Zinc finger, RanBP2-type superfamily",NA
IPR036444,P14555,5320,PLipase_A2_dom_sf,Phospholipase A2 domain superfamily,NA
IPR036457,Q15750,10454,PPM-type-like_dom_sf,PPM-type phosphatase-like domain superfamily,NA
IPR036465,P11215,3684,vWFA_dom_sf,von Willebrand factor A-like domain superfamily,NA
IPR036465,P05107,3689,vWFA_dom_sf,von Willebrand factor A-like domain superfamily,NA
IPR036465,P05556,3688,vWFA_dom_sf,von Willebrand factor A-like domain superfamily,NA
IPR036535,P42224,6772,STAT_N_sf,"STAT transcription factor, N-terminal domain superfamily",NA
IPR036578,Q15796,4087,SMAD_MH1_sf,SMAD MH1 domain superfamily,NA
IPR036595,P01024,718,A-macroglobulin_rcpt-bd_sf,"Alpha-macroglobulin, receptor-binding domain superfamily",NA
IPR036640,P08183,5243,ABC1_TM_sf,"ABC transporter type 1, transmembrane domain superfamily",NA
IPR036683,P47989,7498,CO_DH_flav_C_dom_sf,"CO dehydrogenase flavoprotein, C-terminal domain superfamily",NA
IPR036770,P25963,4792,Ankyrin_rpt-contain_sf,Ankyrin repeat-containing domain superfamily,NA
IPR036770,P19838,4790,Ankyrin_rpt-contain_sf,Ankyrin repeat-containing domain superfamily,NA
IPR036770,Q15653,4793,Ankyrin_rpt-contain_sf,Ankyrin repeat-containing domain superfamily,NA
IPR036856,P47989,7498,Ald_Oxase/Xan_DH_a/b_sf,"Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead superfamily",NA
IPR036860,O00459,5296,SH2_dom_sf,SH2 domain superfamily,NA
IPR036860,O60674,3717,SH2_dom_sf,SH2 domain superfamily,NA
IPR036860,P27986,5295,SH2_dom_sf,SH2 domain superfamily,NA
IPR036860,P29350,5777,SH2_dom_sf,SH2 domain superfamily,NA
IPR036860,P42224,6772,SH2_dom_sf,SH2 domain superfamily,NA
IPR036860,Q92569,8503,SH2_dom_sf,SH2 domain superfamily,NA
IPR036860,P23458,3716,SH2_dom_sf,SH2 domain superfamily,NA
IPR036871,Q13393,5337,PX_dom_sf,PX domain superfamily,NA
IPR036871,P14598,653361,PX_dom_sf,PX domain superfamily,NA
IPR036871,Q15080,4689,PX_dom_sf,PX domain superfamily,NA
IPR036884,P47989,7498,2Fe-2S-bd_dom_sf,[2Fe-2S]-binding domain superfamily,NA
IPR036940,O00329,5293,PI3/4_kinase_cat_sf,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily",NA
IPR036940,P42336,5290,PI3/4_kinase_cat_sf,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily",NA
IPR036940,P42338,5291,PI3/4_kinase_cat_sf,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily",NA
IPR037059,P19838,4790,RHD_DNA_bind_dom_sf,"Rel homology domain (RHD), DNA-binding domain superfamily",NA
IPR037059,Q04206,5970,RHD_DNA_bind_dom_sf,"Rel homology domain (RHD), DNA-binding domain superfamily",NA
IPR037111,P00734,2147,Thrombin_light_chain_sf,Thrombin light chain domain superfamily,NA
IPR037120,P35354,5743,Haem_peroxidase_sf_animal,"Haem peroxidase domain superfamily, animal type",NA
IPR037165,P47989,7498,AldOxase/xan_DH_Mopterin-bd_sf,"Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily",NA
IPR037309,Q9Y4K3,7189,TRAF6_MATH,"TNF receptor-associated factor 6, MATH domain",NA
IPR037572,P02745,712,Complement_C1q_A,Complement C1q subcomponent subunit A,NA
IPR037702,P42338,5291,PI3Kbeta_dom,"PI3Kbeta, catalytic domain",NA
IPR037703,O00329,5293,PI3Kdelta_dom,"PI3Kdelta, catalytic domain",NA
IPR037704,P42336,5290,PI3Kalpha_dom,"PI3Kalpha, catalytic domain",NA
IPR037838,O60674,3717,JAK2_FERM_C-lobe,"JAK2, FERM domain C-lobe",NA
IPR037862,Q00722,5330,PLC-beta_PH,"PLC-beta, PH domain",PF17787
IPR037862,Q9NQ66,23236,PLC-beta_PH,"PLC-beta, PH domain",PF17787
IPR037862,Q01970,5331,PLC-beta_PH,"PLC-beta, PH domain",PF17787
IPR037862,Q15147,5332,PLC-beta_PH,"PLC-beta, PH domain",PF17787
IPR037970,Q9NWZ3,51135,IRAK4_Death,"IRAK4, Death domain",NA
IPR038178,P00734,2147,Kringle_sf,Kringle superfamily,NA
IPR038295,P42224,6772,STAT1_C_sf,"STAT1, C-terminal domain superfamily",NA
IPR038784,Q16539,1432,p38alpha,Mitogen-activated protein kinase 14,NA
IPR038785,O15264,5603,p38delta,Mitogen-activated protein kinase 13,NA
IPR038786,P53778,6300,p38gamma,Mitogen-activated protein kinase 12,NA
IPR039026,P31749,207,PH_PKB,"Protein Kinase B, pleckstrin homology domain",NA
IPR039026,P31751,208,PH_PKB,"Protein Kinase B, pleckstrin homology domain",NA
IPR039026,Q9Y243,10000,PH_PKB,"Protein Kinase B, pleckstrin homology domain",NA
IPR039027,P31749,207,RAC_alpha,Serine/threonine-protein kinase RAC alpha,NA
IPR039029,Q9Y243,10000,RAC_gamma-like,Serine/threonine-protein kinase RAC gamma-like,NA
IPR039261,P04839,1536,FNR_nucleotide-bd,"Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",NA
IPR039261,P35228,4843,FNR_nucleotide-bd,"Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",NA
IPR039421,P08183,5243,Type_1_exporter,Type 1 protein exporter,NA
IPR039809,P13501,6352,Chemokine_b/g/d,Chemokine beta/gamma/delta,NA
IPR039809,P16619,414062,Chemokine_b/g/d,Chemokine beta/gamma/delta,NA
IPR039809,P10147,6348,Chemokine_b/g/d,Chemokine beta/gamma/delta,NA
IPR039809,P13500,6347,Chemokine_b/g/d,Chemokine beta/gamma/delta,NA
IPR039809,P16619,6349,Chemokine_b/g/d,Chemokine beta/gamma/delta,NA
IPR040622,P05556,3688,I-EGF_1,"Integrin beta, epidermal growth factor-like domain 1",PF18372
IPR040839,P01024,718,MG4,Macroglobulin domain MG4,PF17789
IPR040886,Q8IUC6,148022,TRIF_N,"TRIF, N-terminal",PF17798
IPR041046,P23458,3716,FERM_F2,"JAK, FERM F2 lobe domain",PF18377
IPR041046,O60674,3717,FERM_F2,"JAK, FERM F2 lobe domain",PF18377
IPR041155,P23458,3716,FERM_F1,FERM F1 lobe ubiquitin-like domain,PF18379
IPR041155,O60674,3717,FERM_F1,FERM F1 lobe ubiquitin-like domain,PF18379
IPR041185,O14920,3551,IKBKB_SDD,"IKBKB, scaffold dimerization domain",PF18397
IPR041185,O15111,1147,IKBKB_SDD,"IKBKB, scaffold dimerization domain",PF18397
IPR041283,Q9NR96,54106,LRR_12,Leucine-rich repeat unit,PF18837
IPR041310,Q9Y4K3,7189,TRAF6_Z2,"TNF receptor-associated factor 6, zinc finger 2",PF18048
IPR041381,O60674,3717,JAK1-3/TYK2_PHL_dom,"JAK1-3/TYK2, pleckstrin homology-like domain",PF17887
IPR041381,P23458,3716,JAK1-3/TYK2_PHL_dom,"JAK1-3/TYK2, pleckstrin homology-like domain",PF17887
IPR041425,P01024,718,C3/4/5_MG1,"Complement C3/4/5, macroglobulin domain MG1",PF17790
IPR041555,P01024,718,MG3,Macroglobulin domain MG3,PF17791
IPR041911,Q9NYJ8,23118,TAB2/3_CUE,"TAB2/3, CUE domain",NA
IPR042178,P05121,5054,Serpin_sf_1,"Serpin superfamily, domain 1",NA
IPR042185,P05121,5054,Serpin_sf_2,"Serpin superfamily, domain 2",NA
IPR042236,O00329,5293,PI3K_accessory_sf,"Phosphoinositide 3-kinase, accessory (PIK) domain superfamily",NA
IPR042236,P42336,5290,PI3K_accessory_sf,"Phosphoinositide 3-kinase, accessory (PIK) domain superfamily",NA
IPR042236,P42338,5291,PI3K_accessory_sf,"Phosphoinositide 3-kinase, accessory (PIK) domain superfamily",NA
IPR042531,Q00722,5330,PLC-beta_C_sf,"Phospholipase C-beta, C-terminal domain superfamily",NA
IPR042531,Q01970,5331,PLC-beta_C_sf,"Phospholipase C-beta, C-terminal domain superfamily",NA
IPR042531,Q9NQ66,23236,PLC-beta_C_sf,"Phospholipase C-beta, C-terminal domain superfamily",NA
IPR042531,Q15147,5332,PLC-beta_C_sf,"Phospholipase C-beta, C-terminal domain superfamily",NA
IPR043211,Q9Y4K3,7189,TNF_rcpt-assoc_TRAF,TNF receptor-associated factor TRAF,NA
IPR043504,P00734,2147,Peptidase_S1_PA_chymotrypsin,"Peptidase S1, PA clan, chymotrypsin-like fold",NA
IPR043926,Q9UNQ0,9429,ABCG_dom,ABC transporter family G domain,PF19055
IPR044124,P27986,5295,ISH2_PIK3R1,"PIK3R1, inter-SH2 domain",NA
IPR044940,P35228,4843,NOS_dom_2,"Nitric oxide synthase,  domain 2 superfamily",NA
IPR044943,P35228,4843,NOS_dom_1,"Nitric oxide synthase, domain 1 superfamily",NA
IPR044944,P35228,4843,NOS_dom_3,"Nitric oxide synthase, domain 3 superfamily",NA
IPR045069,Q86VL8,146802,MATE_euk,"Multidrug and toxic compound extrusion family, eukaryotic",NA
IPR045069,Q96FL8,55244,MATE_euk,"Multidrug and toxic compound extrusion family, eukaryotic",NA
IPR045860,P37173,7048,Snake_toxin-like_sf,Snake toxin-like superfamily,NA
IPR045860,P36897,7046,Snake_toxin-like_sf,Snake toxin-like superfamily,NA
IPR046328,P19419,2002,ETS_fam,ETS family,NA
IPR046347,P01100,2353,bZIP_sf,Basic-leucine zipper domain superfamily,NA
IPR046347,P05412,3725,bZIP_sf,Basic-leucine zipper domain superfamily,NA
IPR046349,P05771,5579,C1-like_sf,C1-like domain superfamily,NA
IPR046350,P01042,3827,Cystatin_sf,Cystatin superfamily,NA
IPR046375,O14920,3551,IKBKB_SDD_sf,"IKBKB, scaffold dimerization domain superfamily",NA
IPR046375,O15111,1147,IKBKB_SDD_sf,"IKBKB, scaffold dimerization domain superfamily",NA
IPR046867,P47989,7498,AldOxase/xan_DH_MoCoBD2,"Aldehyde oxidase/xanthine dehydrogenase, second molybdopterin binding domain",PF20256
