"entrezgene_id","wikipathID","description"
"5332","WP4148","Splicing factor NOVA regulated synaptic proteins"
"5332","WP4971","Phosphoinositides metabolism"
"5332","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"5332","WP4540","Hippo signaling regulation pathways"
"5332","WP428","Wnt signaling"
"5332","WP4541","Hippo-Merlin signaling dysregulation"
"5332","WP5083","Neuroinflammation and glutamatergic signaling"
"5332","WP3929","Chemokine signaling pathway"
"5332","WP5124","Alzheimer's disease"
"5332","WP2059","Alzheimer's disease and miRNA effects"
"5332","WP5087","Malignant pleural mesothelioma"
"5515","WP2436","Dopamine metabolism"
"5515","WP4582","Cancer immunotherapy by CTLA4 blockade"
"5515","WP5181","Roles of ceramides in development of insulin resistance"
"5515","WP4767","FGFR3 signaling in chondrocyte proliferation and terminal differentiation"
"5515","WP1422","Sphingolipid pathway"
"5515","WP5117","Cohesin complex - Cornelia de Lange syndrome"
"5515","WP500","Glycogen synthesis and degradation"
"5515","WP3680","Physico-chemical features and toxicity-associated pathways"
"5515","WP4949","16p11.2 proximal deletion syndrome"
"5515","WP231","TNF-alpha signaling pathway"
"5515","WP399","Wnt signaling pathway and pluripotency"
"5515","WP2380","Brain-derived neurotrophic factor (BDNF) signaling pathway"
"5515","WP2857","Mesodermal commitment pathway"
"5515","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"5515","WP4172","PI3K-Akt signaling pathway"
"5515","WP3888","VEGFA-VEGFR2 signaling"
"5516","WP1455","Serotonin transporter activity"
"5516","WP2436","Dopamine metabolism"
"5516","WP5182","Pro-survival signaling of neuroprotectin D1"
"5516","WP727","Monoamine transport"
"5516","WP5117","Cohesin complex - Cornelia de Lange syndrome"
"5516","WP500","Glycogen synthesis and degradation"
"5516","WP410","Exercise-induced circadian regulation"
"5516","WP4949","16p11.2 proximal deletion syndrome"
"5516","WP399","Wnt signaling pathway and pluripotency"
"5516","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"5516","WP4172","PI3K-Akt signaling pathway"
"5518","WP5117","Cohesin complex - Cornelia de Lange syndrome"
"5518","WP500","Glycogen synthesis and degradation"
"5518","WP4949","16p11.2 proximal deletion syndrome"
"5518","WP399","Wnt signaling pathway and pluripotency"
"5518","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"5518","WP4172","PI3K-Akt signaling pathway"
"5519","WP5117","Cohesin complex - Cornelia de Lange syndrome"
"5519","WP500","Glycogen synthesis and degradation"
"5519","WP4747","Netrin-UNC5B signaling pathway"
"5519","WP399","Wnt signaling pathway and pluripotency"
"5519","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"5519","WP4172","PI3K-Akt signaling pathway"
"5520","WP500","Glycogen synthesis and degradation"
"5520","WP399","Wnt signaling pathway and pluripotency"
"5520","WP4172","PI3K-Akt signaling pathway"
"5521","WP500","Glycogen synthesis and degradation"
"5521","WP399","Wnt signaling pathway and pluripotency"
"5521","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"5521","WP4172","PI3K-Akt signaling pathway"
"6582","WP4917","Proximal tubule transport"
"5522","WP500","Glycogen synthesis and degradation"
"5522","WP399","Wnt signaling pathway and pluripotency"
"5522","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"5522","WP4172","PI3K-Akt signaling pathway"
"28234","WP5176","Disorders of bile acid synthesis and biliary transport"
"55844","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"55844","WP4172","PI3K-Akt signaling pathway"
"5970","WP1434","Osteopontin signaling"
"5970","WP4919","Neuroinflammation"
"5970","WP4337","ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"
"5970","WP4961","STING pathway in Kawasaki-like disease and COVID-19"
"5970","WP4141","PI3K/AKT/mTOR - vitamin D3 signaling"
"5970","WP4482","Vitamin D in inflammatory diseases"
"5970","WP262","Ebstein-Barr virus LMP1 signaling"
"5970","WP5046","NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence"
"5970","WP5272","LDL- influence on CD14 and TLR4"
"5970","WP3858","Toll-like receptor signaling related to MyD88"
"5970","WP2112","IL-17 signaling pathway"
"5970","WP3414","Initiation of transcription and translation elongation at the HIV-1 LTR"
"5970","WP5113","Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway"
"5970","WP4481","Resistin as a regulator of inflammation"
"5970","WP4496","Signal transduction through IL1R"
"5970","WP4874","CAMKK2 pathway"
"5970","WP3617","Photodynamic therapy-induced NF-kB survival signaling"
"5970","WP4331","Neovascularisation processes"
"5970","WP1433","Nucleotide-binding oligomerization domain (NOD) pathway"
"5970","WP2036","TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"
"5970","WP4136","Fibrin complement receptor 3 signaling pathway"
"5970","WP2332","Interleukin-11 signaling pathway"
"5970","WP2586","Aryl hydrocarbon receptor pathway"
"5970","WP2203","Thymic stromal lymphopoietin (TSLP) signaling pathway"
"5970","WP4008","NO/cGMP/PKG mediated neuroprotection"
"5970","WP2637","Interleukin-1 (IL-1) structural pathway"
"5970","WP1533","Vitamin B12 metabolism"
"5970","WP395","IL-4 signaling pathway"
"5970","WP5144","NRP1-triggered signaling pathways in pancreatic cancer "
"5970","WP195","IL-1 signaling pathway"
"5054","WP272","Blood clotting cascade"
"5054","WP3668","Hypothesized pathways in pathogenesis of cardiovascular disease"
"5054","WP4969","RAS and bradykinin pathways in COVID-19"
"5054","WP3982","miRNA regulation of p53 pathway in prostate cancer"
"5054","WP3614","Photodynamic therapy-induced HIF-1 survival signaling"
"5054","WP1533","Vitamin B12 metabolism"
"5054","WP560","TGF-beta receptor signaling"
"5054","WP558","Complement and coagulation cascades"
"5054","WP4816","TGF-beta receptor signaling in skeletal dysplasias"
"5054","WP2374","Oncostatin M signaling pathway"
"5054","WP176","Folate metabolism"
"5054","WP15","Selenium micronutrient network"
"5054","WP4963","p53 transcriptional gene network"
"5054","WP4659","Gastrin signaling pathway"
"5054","WP236","Adipogenesis"
"5054","WP3594","Circadian rhythm genes"
"5054","WP5115","Network map of SARS-CoV-2 signaling pathway"
"4087","WP3859","TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition"
"4087","WP3874","Canonical and non-canonical TGF-B signaling"
"4087","WP5103","Progeria-associated lipodystrophy"
"4087","WP3668","Hypothesized pathways in pathogenesis of cardiovascular disease"
"4087","WP2870","Extracellular vesicle-mediated signaling in recipient cells"
"4087","WP4838","Regucalcin in proximal tubule epithelial kidney cells"
"4087","WP3850","Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling"
"4087","WP4331","Neovascularisation processes"
"4087","WP5198","Inflammatory bowel disease signaling"
"4087","WP4535","Envelope proteins and their potential roles in EDMD physiopathology"
"4087","WP1971","Integrated cancer pathway"
"4087","WP5144","NRP1-triggered signaling pathways in pancreatic cancer "
"4087","WP560","TGF-beta receptor signaling"
"4087","WP4879","Overlap between signal transduction pathways contributing to LMNA laminopathies"
"4087","WP4816","TGF-beta receptor signaling in skeletal dysplasias"
"4087","WP2324","AGE/RAGE pathway"
"4087","WP5130","Th17 cell differentiation pathway"
"4087","WP4216","Chromosomal and microsatellite instability in colorectal cancer "
"4087","WP4263","Pancreatic adenocarcinoma pathway"
"4087","WP4540","Hippo signaling regulation pathways"
"4087","WP179","Cell cycle"
"4087","WP366","TGF-beta signaling pathway"
"4087","WP5083","Neuroinflammation and glutamatergic signaling"
"4087","WP2853","Endoderm differentiation"
"4087","WP4666","Hepatitis B infection"
"4087","WP2857","Mesodermal commitment pathway"
"4087","WP4239","Epithelial to mesenchymal transition in colorectal cancer"
"7040","WP4484","Control of immune tolerance by vasoactive intestinal peptide"
"7040","WP1559","Transcription factors regulate miRNAs related to cardiac hypertrophy"
"7040","WP3874","Canonical and non-canonical TGF-B signaling"
"7040","WP4462","Platelet-mediated interactions with vascular and circulating cells"
"7040","WP554","ACE inhibitor pathway"
"7040","WP2813","Mammary gland development pathway - Embryonic development (Stage 1 of 4)"
"7040","WP3670","Interactions between LOXL4 and oxidative stress pathway"
"7040","WP5174","Ulcerative colitis signaling"
"7040","WP5103","Progeria-associated lipodystrophy"
"7040","WP5284","Cell interactions of the pancreatic cancer microenvironment"
"7040","WP530","Cytokines and inflammatory response"
"7040","WP5036","Angiotensin II receptor type 1 pathway"
"7040","WP2855","Dopaminergic neurogenesis"
"7040","WP2870","Extracellular vesicle-mediated signaling in recipient cells"
"7040","WP4494","Selective expression of chemokine receptors during T-cell polarization"
"7040","WP4838","Regucalcin in proximal tubule epithelial kidney cells"
"7040","WP4496","Signal transduction through IL1R"
"7040","WP5088","Prostaglandin signaling"
"7040","WP4241","Type 2 papillary renal cell carcinoma"
"7040","WP4331","Neovascularisation processes"
"7040","WP5285","Immune infiltration in pancreatic cancer"
"7040","WP5198","Inflammatory bowel disease signaling"
"7040","WP2332","Interleukin-11 signaling pathway"
"7040","WP2873","Aryl hydrocarbon receptor pathway"
"7040","WP4535","Envelope proteins and their potential roles in EDMD physiopathology"
"7040","WP5078","T cell modulation in pancreatic cancer"
"7040","WP2848","Pluripotent stem cell differentiation pathway"
"7040","WP4559","Interactions between immune cells and microRNAs in tumor microenvironment"
"7040","WP286","IL-3 signaling pathway"
"7040","WP2406","Cardiac progenitor differentiation"
"10599","WP229","Irinotecan pathway"
"10599","WP1604","Codeine and morphine metabolism"
"10599","WP2289","Drug induction of bile acid pathway"
"10599","WP5176","Disorders of bile acid synthesis and biliary transport"
"10599","WP5066","FOXA2 pathway"
"10599","WP2876","Pregnane X receptor pathway"
"10599","WP2882","Nuclear receptors meta-pathway"
"7042","WP4462","Platelet-mediated interactions with vascular and circulating cells"
"7042","WP2870","Extracellular vesicle-mediated signaling in recipient cells"
"7042","WP4494","Selective expression of chemokine receptors during T-cell polarization"
"7042","WP4496","Signal transduction through IL1R"
"7042","WP4241","Type 2 papillary renal cell carcinoma"
"7042","WP400","p38 MAPK signaling pathway"
"7042","WP4331","Neovascularisation processes"
"7042","WP5285","Immune infiltration in pancreatic cancer"
"7042","WP4535","Envelope proteins and their potential roles in EDMD physiopathology"
"7042","WP5078","T cell modulation in pancreatic cancer"
"7042","WP4559","Interactions between immune cells and microRNAs in tumor microenvironment"
"7042","WP5144","NRP1-triggered signaling pathways in pancreatic cancer "
"7042","WP4879","Overlap between signal transduction pathways contributing to LMNA laminopathies"
"7042","WP5053","Development of ureteric collection system"
"7042","WP474","Endochondral ossification"
"7042","WP4808","Endochondral ossification with skeletal dysplasias"
"7042","WP4216","Chromosomal and microsatellite instability in colorectal cancer "
"7042","WP4018","Clear cell renal cell carcinoma pathways"
"7042","WP4263","Pancreatic adenocarcinoma pathway"
"7042","WP5090","Complement system in neuronal development and plasticity"
"7042","WP5055","Burn wound healing"
"7042","WP179","Cell cycle"
"7042","WP5083","Neuroinflammation and glutamatergic signaling"
"7042","WP2884","NRF2 pathway"
"7042","WP4666","Hepatitis B infection"
"7042","WP4239","Epithelial to mesenchymal transition in colorectal cancer"
"7042","WP2877","Vitamin D receptor pathway"
"7042","WP382","MAPK signaling pathway"
"7042","WP2882","Nuclear receptors meta-pathway"
"9429","WP229","Irinotecan pathway"
"9429","WP3640","Imatinib and chronic myeloid leukemia"
"9429","WP3612","Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling"
"9429","WP1601","Fluoropyrimidine activity"
"9429","WP4917","Proximal tubule transport"
"1565","WP1604","Codeine and morphine metabolism"
"1565","WP206","Fatty acid omega-oxidation"
"1565","WP691","Tamoxifen metabolism"
"1565","WP3298","Melatonin metabolism and effects"
"1565","WP43","Oxidation by cytochrome P450"
"1565","WP702","Metapathway biotransformation Phase I and II"
"1565","WP2877","Vitamin D receptor pathway"
"7043","WP4462","Platelet-mediated interactions with vascular and circulating cells"
"7043","WP2870","Extracellular vesicle-mediated signaling in recipient cells"
"7043","WP4494","Selective expression of chemokine receptors during T-cell polarization"
"7043","WP4496","Signal transduction through IL1R"
"7043","WP4241","Type 2 papillary renal cell carcinoma"
"7043","WP4331","Neovascularisation processes"
"7043","WP3614","Photodynamic therapy-induced HIF-1 survival signaling"
"7043","WP5285","Immune infiltration in pancreatic cancer"
"7043","WP4535","Envelope proteins and their potential roles in EDMD physiopathology"
"7043","WP5078","T cell modulation in pancreatic cancer"
"7043","WP2848","Pluripotent stem cell differentiation pathway"
"7043","WP4559","Interactions between immune cells and microRNAs in tumor microenvironment"
"7043","WP5144","NRP1-triggered signaling pathways in pancreatic cancer "
"7043","WP4216","Chromosomal and microsatellite instability in colorectal cancer "
"7043","WP4018","Clear cell renal cell carcinoma pathways"
"7043","WP4263","Pancreatic adenocarcinoma pathway"
"7043","WP5090","Complement system in neuronal development and plasticity"
"7043","WP5055","Burn wound healing"
"7043","WP179","Cell cycle"
"7043","WP5083","Neuroinflammation and glutamatergic signaling"
"7043","WP4666","Hepatitis B infection"
"7043","WP4239","Epithelial to mesenchymal transition in colorectal cancer"
"7043","WP382","MAPK signaling pathway"
"7046","WP3874","Canonical and non-canonical TGF-B signaling"
"7046","WP3668","Hypothesized pathways in pathogenesis of cardiovascular disease"
"7046","WP5036","Angiotensin II receptor type 1 pathway"
"7046","WP2870","Extracellular vesicle-mediated signaling in recipient cells"
"7046","WP4838","Regucalcin in proximal tubule epithelial kidney cells"
"7046","WP400","p38 MAPK signaling pathway"
"7046","WP4331","Neovascularisation processes"
"7046","WP5144","NRP1-triggered signaling pathways in pancreatic cancer "
"7046","WP2795","Cardiac hypertrophic response"
"7046","WP560","TGF-beta receptor signaling"
"7046","WP3646","Hepatitis C and hepatocellular carcinoma"
"7046","WP4816","TGF-beta receptor signaling in skeletal dysplasias"
"7046","WP3945","TYROBP causal network in microglia"
"7046","WP5130","Th17 cell differentiation pathway"
"7046","WP4216","Chromosomal and microsatellite instability in colorectal cancer "
"7046","WP4263","Pancreatic adenocarcinoma pathway"
"7046","WP366","TGF-beta signaling pathway"
"7046","WP5083","Neuroinflammation and glutamatergic signaling"
"7046","WP4666","Hepatitis B infection"
"7046","WP4239","Epithelial to mesenchymal transition in colorectal cancer"
"7046","WP382","MAPK signaling pathway"
"2328","WP691","Tamoxifen metabolism"
"2328","WP706","Sudden infant death syndrome (SIDS) susceptibility pathways"
"2328","WP702","Metapathway biotransformation Phase I and II"
"1577","WP229","Irinotecan pathway"
"1577","WP691","Tamoxifen metabolism"
"1577","WP5276","Estrogen metabolism"
"1577","WP2875","Constitutive androstane receptor pathway"
"1577","WP2876","Pregnane X receptor pathway"
"1577","WP43","Oxidation by cytochrome P450"
"1577","WP702","Metapathway biotransformation Phase I and II"
"1577","WP2877","Vitamin D receptor pathway"
"1577","WP2882","Nuclear receptors meta-pathway"
"7048","WP3874","Canonical and non-canonical TGF-B signaling"
"7048","WP3668","Hypothesized pathways in pathogenesis of cardiovascular disease"
"7048","WP5036","Angiotensin II receptor type 1 pathway"
"7048","WP2870","Extracellular vesicle-mediated signaling in recipient cells"
"7048","WP4559","Interactions between immune cells and microRNAs in tumor microenvironment"
"7048","WP5144","NRP1-triggered signaling pathways in pancreatic cancer "
"7048","WP560","TGF-beta receptor signaling"
"7048","WP4816","TGF-beta receptor signaling in skeletal dysplasias"
"7048","WP4216","Chromosomal and microsatellite instability in colorectal cancer "
"7048","WP4674","Head and neck squamous cell carcinoma"
"7048","WP4263","Pancreatic adenocarcinoma pathway"
"7048","WP366","TGF-beta signaling pathway"
"7048","WP5083","Neuroinflammation and glutamatergic signaling"
"7048","WP2884","NRF2 pathway"
"7048","WP4666","Hepatitis B infection"
"7048","WP4239","Epithelial to mesenchymal transition in colorectal cancer"
"7048","WP5115","Network map of SARS-CoV-2 signaling pathway"
"7048","WP382","MAPK signaling pathway"
"7048","WP2882","Nuclear receptors meta-pathway"
"148022","WP2513","Nanoparticle triggered regulated necrosis"
"148022","WP3851","TLR4 signaling and tolerance"
"148022","WP3858","Toll-like receptor signaling related to MyD88"
"148022","WP4912","SARS coronavirus and innate immunity"
"148022","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"148022","WP5038","Mitochondrial immune response to SARS-CoV-2"
"148022","WP4136","Fibrin complement receptor 3 signaling pathway"
"148022","WP4298","Acute viral myocarditis"
"148022","WP75","Toll-like receptor signaling pathway"
"148022","WP4666","Hepatitis B infection"
"7097","WP4462","Platelet-mediated interactions with vascular and circulating cells"
"7097","WP3877","MYD88 distinct input-output pathway"
"7097","WP5174","Ulcerative colitis signaling"
"7097","WP4478","LTF danger signal response pathway"
"7097","WP2865","IL1 and megakaryocytes in obesity"
"7097","WP3858","Toll-like receptor signaling related to MyD88"
"7097","WP4868","Type I interferon induction and signaling during SARS-CoV-2 infection"
"7097","WP5198","Inflammatory bowel disease signaling"
"7097","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"7097","WP2806","Complement system"
"7097","WP75","Toll-like receptor signaling pathway"
"7097","WP5055","Burn wound healing"
"7097","WP4630","Measles virus infection"
"7097","WP4666","Hepatitis B infection"
"7097","WP4172","PI3K-Akt signaling pathway"
"7099","WP4919","Neuroinflammation"
"7099","WP4462","Platelet-mediated interactions with vascular and circulating cells"
"7099","WP3877","MYD88 distinct input-output pathway"
"7099","WP4478","LTF danger signal response pathway"
"7099","WP4300","Extracellular vesicles in the crosstalk of cardiac cells"
"7099","WP5044","Kynurenine pathway and links to cell senescence"
"7099","WP5272","LDL- influence on CD14 and TLR4"
"7099","WP3851","TLR4 signaling and tolerance"
"7099","WP3858","Toll-like receptor signaling related to MyD88"
"7099","WP4868","Type I interferon induction and signaling during SARS-CoV-2 infection"
"7099","WP4136","Fibrin complement receptor 3 signaling pathway"
"7099","WP5198","Inflammatory bowel disease signaling"
"7099","WP4559","Interactions between immune cells and microRNAs in tumor microenvironment"
"7099","WP2272","Pathogenic Escherichia coli infection"
"7099","WP4329","miRNA role in immune response in sepsis"
"7099","WP2572","Primary focal segmental glomerulosclerosis (FSGS)"
"7099","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"7099","WP5218","Extrafollicular and follicular B cell activation by SARS-CoV-2"
"7099","WP4298","Acute viral myocarditis"
"7099","WP2355","Corticotropin-releasing hormone signaling pathway"
"7099","WP75","Toll-like receptor signaling pathway"
"7099","WP5055","Burn wound healing"
"7099","WP2431","Spinal cord injury"
"7099","WP4217","Ebola virus infection in host"
"7099","WP4630","Measles virus infection"
"7099","WP4666","Hepatitis B infection"
"7099","WP4172","PI3K-Akt signaling pathway"
"7498","WP4792","Purine metabolism"
"7498","WP4224","Purine metabolism and related disorders"
"7498","WP408","Oxidative stress response"
"7498","WP15","Selenium micronutrient network"
"213","WP1533","Vitamin B12 metabolism"
"213","WP176","Folate metabolism"
"213","WP15","Selenium micronutrient network"
"213","WP2806","Complement system"
"213","WP5115","Network map of SARS-CoV-2 signaling pathway"
"213","WP3888","VEGFA-VEGFR2 signaling"
"10333","WP3877","MYD88 distinct input-output pathway"
"10333","WP3858","Toll-like receptor signaling related to MyD88"
"10333","WP4868","Type I interferon induction and signaling during SARS-CoV-2 infection"
"10333","WP75","Toll-like receptor signaling pathway"
"10333","WP5055","Burn wound healing"
"54106","WP3877","MYD88 distinct input-output pathway"
"54106","WP3858","Toll-like receptor signaling related to MyD88"
"54106","WP4868","Type I interferon induction and signaling during SARS-CoV-2 infection"
"54106","WP5269","Genetic causes of porto-sinusoidal vascular disease"
"54106","WP75","Toll-like receptor signaling pathway"
"54106","WP5055","Burn wound healing"
"54106","WP4630","Measles virus infection"
"7124","WP3297","EV release from cardiac cells and their functional effects"
"7124","WP2513","Nanoparticle triggered regulated necrosis"
"7124","WP4891","COVID-19 adverse outcome pathway"
"7124","WP5182","Pro-survival signaling of neuroprotectin D1"
"7124","WP4493","Cells and molecules involved in local acute inflammatory response "
"7124","WP2813","Mammary gland development pathway - Embryonic development (Stage 1 of 4)"
"7124","WP5174","Ulcerative colitis signaling"
"7124","WP3287","Overview of nanoparticle effects"
"7124","WP4478","LTF danger signal response pathway"
"7124","WP1584","Type II diabetes mellitus"
"7124","WP3599","Transcription factor regulation in adipogenesis"
"7124","WP4482","Vitamin D in inflammatory diseases"
"7124","WP4864","Host-pathogen interaction of human coronaviruses - apoptosis"
"7124","WP262","Ebstein-Barr virus LMP1 signaling"
"7124","WP5044","Kynurenine pathway and links to cell senescence"
"7124","WP5181","Roles of ceramides in development of insulin resistance"
"7124","WP530","Cytokines and inflammatory response"
"7124","WP5183","SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction"
"7124","WP3851","TLR4 signaling and tolerance"
"7124","WP5092","Interactions of natural killer cells in pancreatic cancer"
"7124","WP5200","Dravet syndrome"
"7124","WP4969","RAS and bradykinin pathways in COVID-19"
"7124","WP129","Matrix metalloproteinases"
"7124","WP4304","Oligodendrocyte specification and differentiation, leading to myelin components for CNS"
"7124","WP3893","Development and heterogeneity of the ILC family"
"7124","WP5113","Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway"
"7124","WP727","Monoamine transport"
"7124","WP4481","Resistin as a regulator of inflammation"
"7124","WP4496","Signal transduction through IL1R"
"7124","WP5088","Prostaglandin signaling"
"7132","WP2513","Nanoparticle triggered regulated necrosis"
"7132","WP5182","Pro-survival signaling of neuroprotectin D1"
"7132","WP384","Apoptosis modulation by HSP70"
"7132","WP5181","Roles of ceramides in development of insulin resistance"
"7132","WP453","Inflammatory response pathway"
"7132","WP4838","Regucalcin in proximal tubule epithelial kidney cells"
"7132","WP3617","Photodynamic therapy-induced NF-kB survival signaling"
"7132","WP3850","Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling"
"7132","WP2447","Amyotrophic lateral sclerosis (ALS)"
"7132","WP3611","Photodynamic therapy-induced AP-1 survival signaling"
"7132","WP2795","Cardiac hypertrophic response"
"7132","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"7132","WP254","Apoptosis"
"7132","WP1772","Apoptosis modulation and signaling"
"7132","WP231","TNF-alpha signaling pathway"
"7132","WP5083","Neuroinflammation and glutamatergic signaling"
"7132","WP4396","Nonalcoholic fatty liver disease"
"7132","WP382","MAPK signaling pathway"
"7132","WP5124","Alzheimer's disease"
"7132","WP4754","IL-18 signaling pathway"
"7132","WP2059","Alzheimer's disease and miRNA effects"
"7189","WP3656","Interleukin-1 induced activation of NF-kB"
"7189","WP4788","Autosomal recessive osteopetrosis pathways"
"7189","WP3849","MAPK and NFkB signaling pathways inhibited by Yersinia YopJ"
"7189","WP3877","MYD88 distinct input-output pathway"
"7189","WP4478","LTF danger signal response pathway"
"7189","WP262","Ebstein-Barr virus LMP1 signaling"
"7189","WP5183","SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction"
"7189","WP3851","TLR4 signaling and tolerance"
"7189","WP3858","Toll-like receptor signaling related to MyD88"
"7189","WP4868","Type I interferon induction and signaling during SARS-CoV-2 infection"
"7189","WP2112","IL-17 signaling pathway"
"7189","WP4496","Signal transduction through IL1R"
"7189","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"7189","WP5038","Mitochondrial immune response to SARS-CoV-2"
"7189","WP3617","Photodynamic therapy-induced NF-kB survival signaling"
"7189","WP3298","Melatonin metabolism and effects"
"7189","WP3941","Oxidative damage response"
"7189","WP4136","Fibrin complement receptor 3 signaling pathway"
"7189","WP4559","Interactions between immune cells and microRNAs in tumor microenvironment"
"7189","WP2637","Interleukin-1 (IL-1) structural pathway"
"7189","WP3611","Photodynamic therapy-induced AP-1 survival signaling"
"7189","WP195","IL-1 signaling pathway"
"7189","WP2018","RANKL/RANK signaling pathway"
"7189","WP3959","DNA IR-double strand breaks and cellular response via ATM"
"7189","WP3865","Novel intracellular components of RIG-I-like receptor pathway"
"7189","WP5072","Modulators of TCR signaling and T cell activation"
"7189","WP4329","miRNA role in immune response in sepsis"
"7189","WP5039","SARS-CoV-2 innate immunity evasion and cell-specific immune response"
"7189","WP4949","16p11.2 proximal deletion syndrome"
"7189","WP5205","Clock-controlled autophagy in bone metabolism"
"1378","WP558","Complement and coagulation cascades"
"1378","WP2572","Primary focal segmental glomerulosclerosis (FSGS)"
"1378","WP5218","Extrafollicular and follicular B cell activation by SARS-CoV-2"
"1378","WP2806","Complement system"
"1378","WP5090","Complement system in neuronal development and plasticity"
"1535","WP5269","Genetic causes of porto-sinusoidal vascular disease"
"1535","WP3937","Microglia pathogen phagocytosis pathway"
"1535","WP231","TNF-alpha signaling pathway"
"1536","WP408","Oxidative stress response"
"1536","WP5269","Genetic causes of porto-sinusoidal vascular disease"
"1536","WP619","Type II interferon signaling"
"1536","WP3937","Microglia pathogen phagocytosis pathway"
"1536","WP4313","Ferroptosis"
"1536","WP5124","Alzheimer's disease"
"1536","WP2059","Alzheimer's disease and miRNA effects"
"1536","WP3888","VEGFA-VEGFR2 signaling"
"1915","WP107","Translation factors"
"1915","WP4549","Fragile X syndrome"
"1915","WP5224","2q37 copy number variation syndrome"
"1917","WP107","Translation factors"
"2002","WP3853","ERK pathway in Huntington's disease"
"2002","WP4928","MAPK pathway in congenital thyroid cancer"
"2002","WP53","ID signaling pathway"
"2002","WP1991","SRF and miRs in smooth muscle differentiation and proliferation"
"2002","WP734","Serotonin receptor 4/6/7 and NR3C signaling"
"2002","WP732","Serotonin receptor 2 and ELK-SRF/GATA4 signaling"
"2002","WP712","Estrogen signaling pathway"
"2002","WP1981","Thyroxine (thyroid hormone) production"
"2002","WP3972","PDGFR-beta pathway"
"2002","WP3995","Prion disease pathway"
"2002","WP422","MAPK cascade"
"2002","WP722","Serotonin HTR1 group and FOS pathway"
"2002","WP313","Hepatocyte growth factor receptor signaling"
"2002","WP400","p38 MAPK signaling pathway"
"2002","WP127","IL-5 signaling pathway"
"2002","WP2526","PDGF pathway"
"2002","WP2637","Interleukin-1 (IL-1) structural pathway"
"2002","WP3611","Photodynamic therapy-induced AP-1 survival signaling"
"2002","WP395","IL-4 signaling pathway"
"2002","WP4155","Endometrial cancer"
"2002","WP3680","Physico-chemical features and toxicity-associated pathways"
"2002","WP4685","Melanoma"
"2002","WP2034","Leptin signaling pathway"
"2002","WP2037","Prolactin signaling pathway"
"2002","WP2355","Corticotropin-releasing hormone signaling pathway"
"2002","WP673","ErbB signaling pathway"
"2002","WP23","B cell receptor signaling pathway"
"2002","WP4659","Gastrin signaling pathway"
"2002","WP3931","Embryonic stem cell pluripotency pathways"
"2002","WP2380","Brain-derived neurotrophic factor (BDNF) signaling pathway"
"2209","WP3937","Microglia pathogen phagocytosis pathway"
"2212","WP4961","STING pathway in Kawasaki-like disease and COVID-19"
"2212","WP2431","Spinal cord injury"
"2214","WP5092","Interactions of natural killer cells in pancreatic cancer"
"2214","WP2806","Complement system"
"3108","WP5174","Ulcerative colitis signaling"
"3108","WP5198","Inflammatory bowel disease signaling"
"3108","WP410","Exercise-induced circadian regulation"
"3108","WP5130","Th17 cell differentiation pathway"
"3108","WP4298","Acute viral myocarditis"
"3108","WP2328","Allograft rejection"
"3108","WP4217","Ebola virus infection in host"
"3111","WP2328","Allograft rejection"
"3111","WP4217","Ebola virus infection in host"
"3112","WP2328","Allograft rejection"
"3112","WP4217","Ebola virus infection in host"
"3113","WP2328","Allograft rejection"
"3113","WP4217","Ebola virus infection in host"
"3115","WP2328","Allograft rejection"
"3115","WP4217","Ebola virus infection in host"
"3117","WP2328","Allograft rejection"
"3117","WP4217","Ebola virus infection in host"
"3117","WP2877","Vitamin D receptor pathway"
"3118","WP2328","Allograft rejection"
"3118","WP4217","Ebola virus infection in host"
"3118","WP2877","Vitamin D receptor pathway"
"3119","WP2328","Allograft rejection"
"3119","WP4217","Ebola virus infection in host"
"3122","WP4884","Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex"
